,biogas,capacity_ren,capacity_offshore,capacity_pv,demand,insulation,learning,elasticity,gasprices,woodprices,cop
S4149,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning+,Elasticity-,PriceGas+,reference,COP+
S4150,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning+,Elasticity-,PriceGas+,PriceWood+,reference
S4151,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning+,Elasticity-,PriceGas+,PriceWood+,COP+
S4152,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,reference,reference,reference,reference
S4153,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,reference,reference,reference,COP+
S4154,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,reference,reference,PriceWood+,reference
S4155,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,reference,reference,PriceWood+,COP+
S4156,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,reference,PriceGas+,reference,reference
S4157,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,reference,PriceGas+,reference,COP+
S4158,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,reference,PriceGas+,PriceWood+,reference
S4159,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,reference,PriceGas+,PriceWood+,COP+
S4160,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity+,reference,reference,reference
S4161,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity+,reference,reference,COP+
S4162,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity+,reference,PriceWood+,reference
S4163,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity+,reference,PriceWood+,COP+
S4164,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity+,PriceGas+,reference,reference
S4165,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity+,PriceGas+,reference,COP+
S4166,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity+,PriceGas+,PriceWood+,reference
S4167,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity+,PriceGas+,PriceWood+,COP+
S4168,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity-,reference,reference,reference
S4169,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity-,reference,reference,COP+
S4170,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity-,reference,PriceWood+,reference
S4171,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity-,reference,PriceWood+,COP+
S4172,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity-,PriceGas+,reference,reference
S4173,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity-,PriceGas+,reference,COP+
S4174,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity-,PriceGas+,PriceWood+,reference
S4175,Biogas-,reference,reference,PV-,Sufficiency,NoPolicy,Learning-,Elasticity-,PriceGas+,PriceWood+,COP+
S4176,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,reference,reference,reference,reference
S4177,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,reference,reference,reference,COP+
S4178,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,reference,reference,PriceWood+,reference
S4179,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,reference,reference,PriceWood+,COP+
S4180,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,reference,PriceGas+,reference,reference
S4181,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,reference,PriceGas+,reference,COP+
S4182,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,reference,PriceGas+,PriceWood+,reference
S4183,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,reference,PriceGas+,PriceWood+,COP+
S4184,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity+,reference,reference,reference
S4185,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity+,reference,reference,COP+
S4186,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity+,reference,PriceWood+,reference
S4187,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity+,reference,PriceWood+,COP+
S4188,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity+,PriceGas+,reference,reference
S4189,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity+,PriceGas+,reference,COP+
S4190,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity+,PriceGas+,PriceWood+,reference
S4191,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity+,PriceGas+,PriceWood+,COP+
S4192,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity-,reference,reference,reference
S4193,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity-,reference,reference,COP+
S4194,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity-,reference,PriceWood+,reference
S4195,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity-,reference,PriceWood+,COP+
S4196,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity-,PriceGas+,reference,reference
S4197,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity-,PriceGas+,reference,COP+
S4198,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity-,PriceGas+,PriceWood+,reference
S4199,Biogas-,reference,reference,PV-,Reindustrialisation,reference,reference,Elasticity-,PriceGas+,PriceWood+,COP+
S4200,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,reference,reference,reference,reference
S4201,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,reference,reference,reference,COP+
S4202,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,reference,reference,PriceWood+,reference
S4203,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,reference,reference,PriceWood+,COP+
S4204,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,reference,PriceGas+,reference,reference
S4205,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,reference,PriceGas+,reference,COP+
S4206,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,reference,PriceGas+,PriceWood+,reference
S4207,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,reference,PriceGas+,PriceWood+,COP+
S4208,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity+,reference,reference,reference
S4209,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity+,reference,reference,COP+
S4210,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity+,reference,PriceWood+,reference
S4211,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity+,reference,PriceWood+,COP+
S4212,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity+,PriceGas+,reference,reference
S4213,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity+,PriceGas+,reference,COP+
S4214,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity+,PriceGas+,PriceWood+,reference
S4215,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity+,PriceGas+,PriceWood+,COP+
S4216,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity-,reference,reference,reference
S4217,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity-,reference,reference,COP+
S4218,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity-,reference,PriceWood+,reference
S4219,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity-,reference,PriceWood+,COP+
S4220,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity-,PriceGas+,reference,reference
S4221,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity-,PriceGas+,reference,COP+
S4222,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity-,PriceGas+,PriceWood+,reference
S4223,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning+,Elasticity-,PriceGas+,PriceWood+,COP+
S4224,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,reference,reference,reference,reference
S4225,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,reference,reference,reference,COP+
S4226,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,reference,reference,PriceWood+,reference
S4227,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,reference,reference,PriceWood+,COP+
S4228,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,reference,PriceGas+,reference,reference
S4229,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,reference,PriceGas+,reference,COP+
S4230,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,reference,PriceGas+,PriceWood+,reference
S4231,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,reference,PriceGas+,PriceWood+,COP+
S4232,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity+,reference,reference,reference
S4233,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity+,reference,reference,COP+
S4234,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity+,reference,PriceWood+,reference
S4235,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity+,reference,PriceWood+,COP+
S4236,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity+,PriceGas+,reference,reference
S4237,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity+,PriceGas+,reference,COP+
S4238,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity+,PriceGas+,PriceWood+,reference
S4239,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity+,PriceGas+,PriceWood+,COP+
S4240,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity-,reference,reference,reference
S4241,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity-,reference,reference,COP+
S4242,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity-,reference,PriceWood+,reference
S4243,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity-,reference,PriceWood+,COP+
S4244,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity-,PriceGas+,reference,reference
S4245,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity-,PriceGas+,reference,COP+
S4246,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity-,PriceGas+,PriceWood+,reference
S4247,Biogas-,reference,reference,PV-,Reindustrialisation,reference,Learning-,Elasticity-,PriceGas+,PriceWood+,COP+
S4248,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,reference,reference,reference,reference
S4249,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,reference,reference,reference,COP+
S4250,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,reference,reference,PriceWood+,reference
S4251,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,reference,reference,PriceWood+,COP+
S4252,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,reference,PriceGas+,reference,reference
S4253,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,reference,PriceGas+,reference,COP+
S4254,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,reference,PriceGas+,PriceWood+,reference
S4255,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,reference,PriceGas+,PriceWood+,COP+
S4256,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity+,reference,reference,reference
S4257,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity+,reference,reference,COP+
S4258,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity+,reference,PriceWood+,reference
S4259,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity+,reference,PriceWood+,COP+
S4260,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity+,PriceGas+,reference,reference
S4261,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity+,PriceGas+,reference,COP+
S4262,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity+,PriceGas+,PriceWood+,reference
S4263,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity+,PriceGas+,PriceWood+,COP+
S4264,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity-,reference,reference,reference
S4265,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity-,reference,reference,COP+
S4266,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity-,reference,PriceWood+,reference
S4267,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity-,reference,PriceWood+,COP+
S4268,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity-,PriceGas+,reference,reference
S4269,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity-,PriceGas+,reference,COP+
S4270,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity-,PriceGas+,PriceWood+,reference
S4271,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,reference,Elasticity-,PriceGas+,PriceWood+,COP+
S4272,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,reference,reference,reference,reference
S4273,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,reference,reference,reference,COP+
S4274,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,reference,reference,PriceWood+,reference
S4275,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,reference,reference,PriceWood+,COP+
S4276,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,reference,PriceGas+,reference,reference
S4277,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,reference,PriceGas+,reference,COP+
S4278,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,reference,PriceGas+,PriceWood+,reference
S4279,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,reference,PriceGas+,PriceWood+,COP+
S4280,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity+,reference,reference,reference
S4281,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity+,reference,reference,COP+
S4282,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity+,reference,PriceWood+,reference
S4283,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity+,reference,PriceWood+,COP+
S4284,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity+,PriceGas+,reference,reference
S4285,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity+,PriceGas+,reference,COP+
S4286,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity+,PriceGas+,PriceWood+,reference
S4287,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity+,PriceGas+,PriceWood+,COP+
S4288,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity-,reference,reference,reference
S4289,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity-,reference,reference,COP+
S4290,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity-,reference,PriceWood+,reference
S4291,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity-,reference,PriceWood+,COP+
S4292,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity-,PriceGas+,reference,reference
S4293,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity-,PriceGas+,reference,COP+
S4294,Biogas-,reference,reference,PV-,Reindustrialisation,NoPolicy,Learning+,Elasticity-,PriceGas+,PriceWood+,reference
